log,cleaned_log,label,stage,severity,root_cause,log_length
"2026-04-01T16:05:15.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:05:15.000Z Runner image: ubuntu-latest
2026-04-01T16:05:15.000Z Language: python
2026-04-01T16:05:15.000Z validating .github/workflows/ci.yml
2026-04-01T16:05:15.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-01T16:05:15.000Z ##[error]Invalid workflow configuration",2026-04-01t16:05:15.000z group run ci for spring-projects/spring-boot 2026-04-01t16:05:15.000z runner image: ubuntu-latest 2026-04-01t16:05:15.000z language: python 2026-04-01t16:05:15.000z validating .github/workflows/ci.yml 2026-04-01t16:05:15.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,273.0
"2026-04-01T18:30:56.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T18:30:56.000Z Runner image: macos-latest
2026-04-01T18:30:56.000Z Language: rust
2026-04-01T18:30:56.000Z pytest -m integration --maxfail=1
2026-04-01T18:30:56.000Z Error: Process timed out after 15 minutes
2026-04-01T18:30:56.000Z ##[error]The operation was canceled",2026-04-01t18:30:56.000z group run ci for spring-projects/spring-boot 2026-04-01t18:30:56.000z runner image: macos-latest 2026-04-01t18:30:56.000z language: rust 2026-04-01t18:30:56.000z pytest -m integration --maxfail 1 2026-04-01t18:30:56.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,245.0
"2026-04-01T21:16:43.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T21:16:43.000Z Runner image: ubuntu-latest
2026-04-01T21:16:43.000Z Language: go
2026-04-01T21:16:43.000Z pytest -m integration --maxfail=1
2026-04-01T21:16:43.000Z Error: Process timed out after 20 minutes
2026-04-01T21:16:43.000Z ##[error]The operation was canceled",2026-04-01t21:16:43.000z group run ci for tensorflow/tensorflow 2026-04-01t21:16:43.000z runner image: ubuntu-latest 2026-04-01t21:16:43.000z language: go 2026-04-01t21:16:43.000z pytest -m integration --maxfail 1 2026-04-01t21:16:43.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,238.0
"2026-04-02T00:18:29.000Z ##[group]Run CI for angular/angular
2026-04-02T00:18:29.000Z Runner image: macos-latest
2026-04-02T00:18:29.000Z Language: python
2026-04-02T00:18:29.000Z make build-ci -j4
2026-04-02T00:18:29.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-02T00:18:29.000Z ##[error]Build failed with exit code 2",2026-04-02t00:18:29.000z group run ci for angular/angular 2026-04-02t00:18:29.000z runner image: macos-latest 2026-04-02t00:18:29.000z language: python 2026-04-02t00:18:29.000z make build-ci -j4 2026-04-02t00:18:29.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,230.0
"2026-04-15T19:48:55.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-15T19:48:55.000Z Runner image: macos-latest
2026-04-15T19:48:55.000Z Language: java
2026-04-15T19:48:55.000Z Starting module auth
2026-04-15T19:48:55.000Z Traceback (most recent call last): ValueError: invalid state transition in auth
2026-04-15T19:48:55.000Z ##[error]Runtime exception in test process",2026-04-15t19:48:55.000z group run ci for spring-projects/spring-boot 2026-04-15t19:48:55.000z runner image: macos-latest 2026-04-15t19:48:55.000z language: java 2026-04-15t19:48:55.000z starting module auth 2026-04-15t19:48:55.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,
"2026-04-01T15:33:02.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T15:33:02.000Z Runner image: windows-latest
2026-04-01T15:33:02.000Z Language: rust
2026-04-01T15:33:02.000Z src/compiler/handler.py:199: SyntaxError: unexpected token '='
2026-04-01T15:33:02.000Z pylint: E0001 syntax-error
2026-04-01T15:33:02.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:33:02.000z group run ci for tensorflow/tensorflow 2026-04-01t15:33:02.000z runner image: windows-latest 2026-04-01t15:33:02.000z language: rust 2026-04-01t15:33:02.000z src/compiler/handler.py:199: syntaxerror: unexpected token 2026-04-01t15:33:02.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,274.0
"2026-04-01T22:08:32.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T22:08:32.000Z Runner image: ubuntu-latest
2026-04-01T22:08:32.000Z Language: rust
2026-04-01T22:08:32.000Z pytest -m integration --maxfail=1
2026-04-01T22:08:32.000Z Error: Process timed out after 20 minutes
2026-04-01T22:08:32.000Z ##[error]The operation was canceled",2026-04-01t22:08:32.000z group run ci for pytorch/pytorch 2026-04-01t22:08:32.000z runner image: ubuntu-latest 2026-04-01t22:08:32.000z language: rust 2026-04-01t22:08:32.000z pytest -m integration --maxfail 1 2026-04-01t22:08:32.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,234.0
"2026-04-01T10:56:28.000Z ##[group]Run CI for angular/angular
2026-04-01T10:56:28.000Z Runner image: macos-latest
2026-04-01T10:56:28.000Z Language: java
2026-04-01T10:56:28.000Z FAIL packages/react-dom/src/__tests__/hydration.test.js
2026-04-01T10:56:28.000Z AssertionError: expected 9 but received 18
2026-04-01T10:56:28.000Z ##[error]Test suite failed with exit code 1",2026-04-01t10:56:28.000z group run ci for angular/angular 2026-04-01t10:56:28.000z runner image: macos-latest 2026-04-01t10:56:28.000z language: java 2026-04-01t10:56:28.000z fail packages/react-dom/src/__tests__/hydration.test.js 2026-04-01t10:56:28.000z assertionerror: expected 9,Test Failure,test,medium,Assertion mismatch in CI test suite,282.0
"2026-04-01T16:34:37.000Z ##[group]Run CI for vercel/next.js
2026-04-01T16:34:37.000Z Runner image: windows-latest
2026-04-01T16:34:37.000Z Language: java
2026-04-01T16:34:37.000Z validating .github/workflows/ci.yml
2026-04-01T16:34:37.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-01T16:34:37.000Z ##[error]Invalid workflow configuration",2026-04-01t16:34:37.000z group run ci for vercel/next.js 2026-04-01t16:34:37.000z runner image: windows-latest 2026-04-01t16:34:37.000z language: java 2026-04-01t16:34:37.000z validating .github/workflows/ci.yml 2026-04-01t16:34:37.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,259.0
"2026-04-10T10:42:15.4399097Z [36;1m    echo ""Npm install failed too many times"" >&2[0m 2026-04-10T10:42:15.4400264Z [36;1m  echo ""Npm install failed $i, trying again...""[0m 2026-04-10T10:42:46.8980992Z [36;1m    echo ""Npm install failed too many times"" >&2[0m 2026-04-10T10:42:46.8981704Z [36;1m  echo ""Npm install failed $i, trying again...""[0m 2026-04-10T10:49:05.1599747Z [36;1m    except Exception as e:[0m",tz m echo npm install,Runtime Error,build,medium,Unexpected runtime exception,21.0
2026-04-10T01:05:49.1920691Z Removing test/e2e/app-dir/cache-components-errors/cache-components-errors.module-scope.test.ts.results.json 2026-04-10T01:05:49.1921192Z Removing test/e2e/app-dir/cache-components-errors/cache-components-errors.test.ts.results.json 2026-04-10T01:05:49.1988902Z Removing test/e2e/app-dir/next-config-ts-native-ts/type-error/next-config-ts-type-error-esm.test.ts.results.json 2026-04-10T01:05:49.1995214Z Removing test/e2e/app-dir/parallel-routes-leaf-segments/parallel-routes-leaf-segments.build-error.test.ts.results.json 2026-04-10T01:05:49.2009162Z Removing test/e2e/basepath/error-pages.test.ts.results.json,tz removing testeeappdircachecomponentserrorscachecomponentserrorsmodulescopetesttsresultsjson tz removing,Test Failure,test,medium,Assertion or test case failure,106.0
"2026-04-04T20:15:15.000Z ##[group]Run CI for nodejs/node
2026-04-04T20:15:15.000Z Runner image: ubuntu-latest
2026-04-04T20:15:15.000Z Language: rust
2026-04-04T20:15:15.000Z pytest -m integration --maxfail=1
2026-04-04T20:15:15.000Z Error: Process timed out after 10 minutes
2026-04-04T20:15:15.000Z ##[error]The operation was canceled",2026-04-04t20:15:15.000z group run ci for nodejs/node 2026-04-04t20:15:15.000z runner image: ubuntu-latest 2026-04-04t20:15:15.000z language: rust 2026-04-04t20:15:15.000z pytest -m integration --maxfail 1 2026-04-04t20:15:15.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-02T04:18:03.000Z ##[group]Run CI for nodejs/node
2026-04-02T04:18:03.000Z Runner image: macos-latest
2026-04-02T04:18:03.000Z Language: python
2026-04-02T04:18:03.000Z helm upgrade --install api ./charts/api
2026-04-02T04:18:03.000Z Error: UPGRADE FAILED: timed out waiting for the condition
2026-04-02T04:18:03.000Z ##[error]Deployment failed in production stage",2026-04-02t04:18:03.000z group run ci for nodejs/node 2026-04-02t04:18:03.000z runner image: macos-latest 2026-04-02t04:18:03.000z language: python 2026-04-02t04:18:03.000z helm upgrade --install api ./charts/api 2026-04-02t04:18:03.000z,Deployment Error,deploy,high,Release or deployment command failed,237.0
"2026-04-15T12:56:05.000Z ##[group]Run CI for microsoft/vscode
2026-04-15T12:56:05.000Z Runner image: ubuntu-latest
2026-04-15T12:56:05.000Z Language: rust
2026-04-15T12:56:05.000Z pytest -m integration --maxfail=1
2026-04-15T12:56:05.000Z Error: Process timed out after 30 minutes
2026-04-15T12:56:05.000Z ##[error]The operation was canceled",2026-04-15t12:56:05.000z group run ci for microsoft/vscode 2026-04-15t12:56:05.000z runner image: ubuntu-latest 2026-04-15t12:56:05.000z language: rust 2026-04-15t12:56:05.000z pytest -m integration --maxfail 1 2026-04-15t12:56:05.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-01T20:26:31.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T20:26:31.000Z Runner image: ubuntu-latest
2026-04-01T20:26:31.000Z Language: go
2026-04-01T20:26:31.000Z Starting module router
2026-04-01T20:26:31.000Z Traceback (most recent call last): ValueError: invalid state transition in router
2026-04-01T20:26:31.000Z ##[error]Runtime exception in test process",2026-04-01t20:26:31.000z group run ci for pytorch/pytorch 2026-04-01t20:26:31.000z runner image: ubuntu-latest 2026-04-01t20:26:31.000z language: go 2026-04-01t20:26:31.000z starting module router 2026-04-01t20:26:31.000z traceback most,Runtime Error,test,medium,Unhandled exception during job execution,236.0
"2026-04-01T12:35:22.000Z ##[group]Run CI for nodejs/node
2026-04-01T12:35:22.000Z Runner image: windows-latest
2026-04-01T12:35:22.000Z Language: python
2026-04-01T12:35:22.000Z make build-ci -j4
2026-04-01T12:35:22.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T12:35:22.000Z ##[error]Build failed with exit code 2",2026-04-01t12:35:22.000z group run ci for nodejs/node 2026-04-01t12:35:22.000z runner image: windows-latest 2026-04-01t12:35:22.000z language: python 2026-04-01t12:35:22.000z make build-ci -j4 2026-04-01t12:35:22.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,228.0
"2026-04-09T12:59:17.1373430Z     Cause: Error 2026-04-09T12:59:17.1571804Z Unexpected error 2026-04-09T12:59:17.1619543Z ##[error]Process completed with exit code 1. 2026-04-09T12:59:17.1999164Z ##[group]Run curl -X POST '***' -H 'Content-Type: application/json' -d '{ text: ""<users/all> *<https://github.com/spring-projects/spring-boot/actions/runs/24190697692|docs-build | Build and Deploy OSS Docs> failed*  [build scan unavailable]""}' || true 2026-04-09T12:59:17.2002032Z [36;1mcurl -X POST '***' -H 'Content-Type: application/json' -d '{ text: ""<users/all> *<https://github.com/spring-projects/spring-boot/actions/runs/24190697692|docs-build | Build and Deploy OSS Docs> failed*  [build scan unavailable]""}' || true[0m",tz cause error tz unexpected,Deployment Error,deploy,medium,Deployment pipeline failure,28.0
"2026-04-11T19:27:37.000Z ##[group]Run CI for nodejs/node
2026-04-11T19:27:37.000Z Runner image: macos-latest
2026-04-11T19:27:37.000Z Language: python
2026-04-11T19:27:37.000Z ERROR: Module not found: Cannot resolve 'spring-core'
2026-04-11T19:27:37.000Z npm ERR! code E404
2026-04-11T19:27:37.000Z ##[error]Dependency installation failed",2026-04-11t19:27:37.000z group run ci for nodejs/node 2026-04-11t19:27:37.000z runner image: macos-latest 2026-04-11t19:27:37.000z language: python 2026-04-11t19:27:37.000z error: module not found: cannot resolve,Dependency Error,build,high,Missing package or unresolved module dependency,
"2026-04-01T22:42:35.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T22:42:35.000Z Runner image: windows-latest
2026-04-01T22:42:35.000Z Language: java
2026-04-01T22:42:35.000Z make build-ci -j4
2026-04-01T22:42:35.000Z gcc: fatal error: cannot execute 'cc1plus': No such file or directory
2026-04-01T22:42:35.000Z ##[error]Build failed with exit code 2",2026-04-01t22:42:35.000z group run ci for tensorflow/tensorflow 2026-04-01t22:42:35.000z runner image: windows-latest 2026-04-01t22:42:35.000z language: java 2026-04-01t22:42:35.000z make build-ci -j4 2026-04-01t22:42:35.000z gcc: fatal,Build Failure,build,high,Compilation or packaging process failed,236.0
"2026-04-01T14:42:29.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T14:42:29.000Z Runner image: macos-latest
2026-04-01T14:42:29.000Z Language: go
2026-04-01T14:42:29.000Z src/cache/handler.py:111: SyntaxError: unexpected token '{'
2026-04-01T14:42:29.000Z pylint: E0001 syntax-error
2026-04-01T14:42:29.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:42:29.000z group run ci for microsoft/vscode 2026-04-01t14:42:29.000z runner image: macos-latest 2026-04-01t14:42:29.000z language: go 2026-04-01t14:42:29.000z src/cache/handler.py:111: syntaxerror: unexpected token 2026-04-01t14:42:29.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter,262.0
"2026-04-01T16:32:51.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T16:32:51.000Z Runner image: ubuntu-latest
2026-04-01T16:32:51.000Z Language: python
2026-04-01T16:32:51.000Z validating .github/workflows/ci.yml
2026-04-01T16:32:51.000Z workflow syntax error: Unexpected value 'stepz'
2026-04-01T16:32:51.000Z ##[error]Invalid workflow configuration",2026-04-01t16:32:51.000z group run ci for spring-projects/spring-boot 2026-04-01t16:32:51.000z runner image: ubuntu-latest 2026-04-01t16:32:51.000z language: python 2026-04-01t16:32:51.000z validating .github/workflows/ci.yml 2026-04-01t16:32:51.000z workflow syntax error:,Configuration Error,build,high,Invalid workflow configuration or environment variable,273.0
"2026-04-08T15:04:45.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-08T15:04:45.000Z Runner image: ubuntu-latest
2026-04-08T15:04:45.000Z Language: rust
2026-04-08T15:04:45.000Z Pulling cache layer from registry
2026-04-08T15:04:45.000Z error: failed to solve: no space left on device
2026-04-08T15:04:45.000Z ##[error]Runner disk pressure caused job failure",2026-04-08t15:04:45.000z group run ci for spring-projects/spring-boot 2026-04-08t15:04:45.000z runner image: ubuntu-latest 2026-04-08t15:04:45.000z language: rust 2026-04-08t15:04:45.000z pulling cache layer from registry 2026-04-08t15:04:45.000z,Infrastructure Error,build,high,Runner or external service instability,
"2026-04-08T14:56:35.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-08T14:56:35.000Z Runner image: ubuntu-latest
2026-04-08T14:56:35.000Z Language: java
2026-04-08T14:56:35.000Z Pulling cache layer from registry
2026-04-08T14:56:35.000Z error: failed to solve: no space left on device
2026-04-08T14:56:35.000Z ##[error]Runner disk pressure caused job failure",2026-04-08t14:56:35.000z group run ci for tensorflow/tensorflow 2026-04-08t14:56:35.000z runner image: ubuntu-latest 2026-04-08t14:56:35.000z language: java 2026-04-08t14:56:35.000z pulling cache layer from registry 2026-04-08t14:56:35.000z,Infrastructure Error,build,high,Runner or external service instability,
"2026-04-08T09:56:30.000Z ##[group]Run CI for microsoft/vscode
2026-04-08T09:56:30.000Z Runner image: macos-latest
2026-04-08T09:56:30.000Z Language: python
2026-04-08T09:56:30.000Z pytest -m integration --maxfail=1
2026-04-08T09:56:30.000Z Error: Process timed out after 30 minutes
2026-04-08T09:56:30.000Z ##[error]The operation was canceled",2026-04-08t09:56:30.000z group run ci for microsoft/vscode 2026-04-08t09:56:30.000z runner image: macos-latest 2026-04-08t09:56:30.000z language: python 2026-04-08t09:56:30.000z pytest -m integration --maxfail 1 2026-04-08t09:56:30.000z,Timeout Error,test,medium,Long-running step exceeded CI timeout threshold,
"2026-04-01T07:14:49.000Z ##[group]Run CI for vercel/next.js
2026-04-01T07:14:49.000Z Runner image: macos-latest
2026-04-01T07:14:49.000Z Language: python
2026-04-01T07:14:49.000Z FAIL src/test/java/com/example/ServiceTest.java
2026-04-01T07:14:49.000Z AssertionError: expected 2 but received 14
2026-04-01T07:14:49.000Z ##[error]Test suite failed with exit code 1",2026-04-01t07:14:49.000z group run ci for vercel/next.js 2026-04-01t07:14:49.000z runner image: macos-latest 2026-04-01t07:14:49.000z language: python 2026-04-01t07:14:49.000z fail src/test/java/com/example/servicetest.java 2026-04-01t07:14:49.000z assertionerror: expected 2,Test Failure,test,medium,Assertion mismatch in CI test suite,275.0
