log,cleaned_log,label,stage,severity,root_cause
"2026-04-01T14:21:14.000Z ##[group]Run CI for angular/angular
2026-04-01T14:21:14.000Z Runner image: ubuntu-latest
2026-04-01T14:21:14.000Z Language: node
2026-04-01T14:21:14.000Z src/cache/handler.py:56: SyntaxError: unexpected token '='
2026-04-01T14:21:14.000Z pylint: E0001 syntax-error
2026-04-01T14:21:14.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:21:14.000z group run ci for angular/angular 2026-04-01t14:21:14.000z runner image: ubuntu-latest 2026-04-01t14:21:14.000z language: node 2026-04-01t14:21:14.000z src/cache/handler.py:56: syntaxerror: unexpected token 2026-04-01t14:21:14.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T11:56:44.000Z ##[group]Run CI for django/django
2026-04-01T11:56:44.000Z Runner image: ubuntu-latest
2026-04-01T11:56:44.000Z Language: python
2026-04-01T11:56:44.000Z src/compiler/handler.py:24: SyntaxError: unexpected token '{'
2026-04-01T11:56:44.000Z pylint: E0001 syntax-error
2026-04-01T11:56:44.000Z ##[error]Build stopped due to syntax error",2026-04-01t11:56:44.000z group run ci for django/django 2026-04-01t11:56:44.000z runner image: ubuntu-latest 2026-04-01t11:56:44.000z language: python 2026-04-01t11:56:44.000z src/compiler/handler.py:24: syntaxerror: unexpected token 2026-04-01t11:56:44.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T14:27:23.000Z ##[group]Run CI for facebook/react
2026-04-01T14:27:23.000Z Runner image: windows-latest
2026-04-01T14:27:23.000Z Language: python
2026-04-01T14:27:23.000Z src/scheduler/handler.py:84: SyntaxError: unexpected token '['
2026-04-01T14:27:23.000Z pylint: E0001 syntax-error
2026-04-01T14:27:23.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:27:23.000z group run ci for facebook/react 2026-04-01t14:27:23.000z runner image: windows-latest 2026-04-01t14:27:23.000z language: python 2026-04-01t14:27:23.000z src/scheduler/handler.py:84: syntaxerror: unexpected token 2026-04-01t14:27:23.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T12:00:10.000Z ##[group]Run CI for vercel/next.js
2026-04-01T12:00:10.000Z Runner image: macos-latest
2026-04-01T12:00:10.000Z Language: go
2026-04-01T12:00:10.000Z src/router/handler.py:50: SyntaxError: unexpected token '=>'
2026-04-01T12:00:10.000Z pylint: E0001 syntax-error
2026-04-01T12:00:10.000Z ##[error]Build stopped due to syntax error",2026-04-01t12:00:10.000z group run ci for vercel/next.js 2026-04-01t12:00:10.000z runner image: macos-latest 2026-04-01t12:00:10.000z language: go 2026-04-01t12:00:10.000z src/router/handler.py:50: syntaxerror: unexpected token 2026-04-01t12:00:10.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T12:02:31.000Z ##[group]Run CI for angular/angular
2026-04-01T12:02:31.000Z Runner image: windows-latest
2026-04-01T12:02:31.000Z Language: rust
2026-04-01T12:02:31.000Z src/cache/handler.py:83: SyntaxError: unexpected token ')'
2026-04-01T12:02:31.000Z pylint: E0001 syntax-error
2026-04-01T12:02:31.000Z ##[error]Build stopped due to syntax error",2026-04-01t12:02:31.000z group run ci for angular/angular 2026-04-01t12:02:31.000z runner image: windows-latest 2026-04-01t12:02:31.000z language: rust 2026-04-01t12:02:31.000z src/cache/handler.py:83: syntaxerror: unexpected token 2026-04-01t12:02:31.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T14:36:42.000Z ##[group]Run CI for vercel/next.js
2026-04-01T14:36:42.000Z Runner image: windows-latest
2026-04-01T14:36:42.000Z Language: java
2026-04-01T14:36:42.000Z src/compiler/handler.py:248: SyntaxError: unexpected token '@'
2026-04-01T14:36:42.000Z pylint: E0001 syntax-error
2026-04-01T14:36:42.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:36:42.000z group run ci for vercel/next.js 2026-04-01t14:36:42.000z runner image: windows-latest 2026-04-01t14:36:42.000z language: java 2026-04-01t14:36:42.000z src/compiler/handler.py:248: syntaxerror: unexpected token 2026-04-01t14:36:42.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:33:28.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T09:33:28.000Z Runner image: macos-latest
2026-04-01T09:33:28.000Z Language: rust
2026-04-01T09:33:28.000Z src/billing/handler.py:310: SyntaxError: unexpected token '{'
2026-04-01T09:33:28.000Z pylint: E0001 syntax-error
2026-04-01T09:33:28.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:33:28.000z group run ci for microsoft/vscode 2026-04-01t09:33:28.000z runner image: macos-latest 2026-04-01t09:33:28.000z language: rust 2026-04-01t09:33:28.000z src/billing/handler.py:310: syntaxerror: unexpected token 2026-04-01t09:33:28.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T14:42:29.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T14:42:29.000Z Runner image: macos-latest
2026-04-01T14:42:29.000Z Language: go
2026-04-01T14:42:29.000Z src/cache/handler.py:111: SyntaxError: unexpected token '{'
2026-04-01T14:42:29.000Z pylint: E0001 syntax-error
2026-04-01T14:42:29.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:42:29.000z group run ci for microsoft/vscode 2026-04-01t14:42:29.000z runner image: macos-latest 2026-04-01t14:42:29.000z language: go 2026-04-01t14:42:29.000z src/cache/handler.py:111: syntaxerror: unexpected token 2026-04-01t14:42:29.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T17:20:36.000Z ##[group]Run CI for django/django
2026-04-01T17:20:36.000Z Runner image: windows-latest
2026-04-01T17:20:36.000Z Language: python
2026-04-01T17:20:36.000Z src/billing/handler.py:304: SyntaxError: unexpected token '{'
2026-04-01T17:20:36.000Z pylint: E0001 syntax-error
2026-04-01T17:20:36.000Z ##[error]Build stopped due to syntax error",2026-04-01t17:20:36.000z group run ci for django/django 2026-04-01t17:20:36.000z runner image: windows-latest 2026-04-01t17:20:36.000z language: python 2026-04-01t17:20:36.000z src/billing/handler.py:304: syntaxerror: unexpected token 2026-04-01t17:20:36.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T17:24:17.000Z ##[group]Run CI for microsoft/vscode
2026-04-01T17:24:17.000Z Runner image: macos-latest
2026-04-01T17:24:17.000Z Language: java
2026-04-01T17:24:17.000Z src/auth/handler.py:299: SyntaxError: unexpected token '@'
2026-04-01T17:24:17.000Z pylint: E0001 syntax-error
2026-04-01T17:24:17.000Z ##[error]Build stopped due to syntax error",2026-04-01t17:24:17.000z group run ci for microsoft/vscode 2026-04-01t17:24:17.000z runner image: macos-latest 2026-04-01t17:24:17.000z language: java 2026-04-01t17:24:17.000z src/auth/handler.py:299: syntaxerror: unexpected token 2026-04-01t17:24:17.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T14:51:49.000Z ##[group]Run CI for facebook/react
2026-04-01T14:51:49.000Z Runner image: macos-latest
2026-04-01T14:51:49.000Z Language: go
2026-04-01T14:51:49.000Z src/worker/handler.py:320: SyntaxError: unexpected token '=>'
2026-04-01T14:51:49.000Z pylint: E0001 syntax-error
2026-04-01T14:51:49.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:51:49.000z group run ci for facebook/react 2026-04-01t14:51:49.000z runner image: macos-latest 2026-04-01t14:51:49.000z language: go 2026-04-01t14:51:49.000z src/worker/handler.py:320: syntaxerror: unexpected token 2026-04-01t14:51:49.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T14:54:43.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T14:54:43.000Z Runner image: ubuntu-latest
2026-04-01T14:54:43.000Z Language: node
2026-04-01T14:54:43.000Z src/router/handler.py:347: SyntaxError: unexpected token '='
2026-04-01T14:54:43.000Z pylint: E0001 syntax-error
2026-04-01T14:54:43.000Z ##[error]Build stopped due to syntax error",2026-04-01t14:54:43.000z group run ci for pytorch/pytorch 2026-04-01t14:54:43.000z runner image: ubuntu-latest 2026-04-01t14:54:43.000z language: node 2026-04-01t14:54:43.000z src/router/handler.py:347: syntaxerror: unexpected token 2026-04-01t14:54:43.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:39:19.000Z ##[group]Run CI for nodejs/node
2026-04-01T09:39:19.000Z Runner image: macos-latest
2026-04-01T09:39:19.000Z Language: python
2026-04-01T09:39:19.000Z src/cache/handler.py:27: SyntaxError: unexpected token '['
2026-04-01T09:39:19.000Z pylint: E0001 syntax-error
2026-04-01T09:39:19.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:39:19.000z group run ci for nodejs/node 2026-04-01t09:39:19.000z runner image: macos-latest 2026-04-01t09:39:19.000z language: python 2026-04-01t09:39:19.000z src/cache/handler.py:27: syntaxerror: unexpected token 2026-04-01t09:39:19.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:00:20.000Z ##[group]Run CI for angular/angular
2026-04-01T15:00:20.000Z Runner image: windows-latest
2026-04-01T15:00:20.000Z Language: node
2026-04-01T15:00:20.000Z src/auth/handler.py:222: SyntaxError: unexpected token '='
2026-04-01T15:00:20.000Z pylint: E0001 syntax-error
2026-04-01T15:00:20.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:00:20.000z group run ci for angular/angular 2026-04-01t15:00:20.000z runner image: windows-latest 2026-04-01t15:00:20.000z language: node 2026-04-01t15:00:20.000z src/auth/handler.py:222: syntaxerror: unexpected token 2026-04-01t15:00:20.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:03:33.000Z ##[group]Run CI for nodejs/node
2026-04-01T15:03:33.000Z Runner image: ubuntu-latest
2026-04-01T15:03:33.000Z Language: node
2026-04-01T15:03:33.000Z src/worker/handler.py:149: SyntaxError: unexpected token ')'
2026-04-01T15:03:33.000Z pylint: E0001 syntax-error
2026-04-01T15:03:33.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:03:33.000z group run ci for nodejs/node 2026-04-01t15:03:33.000z runner image: ubuntu-latest 2026-04-01t15:03:33.000z language: node 2026-04-01t15:03:33.000z src/worker/handler.py:149: syntaxerror: unexpected token 2026-04-01t15:03:33.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:06:47.000Z ##[group]Run CI for nodejs/node
2026-04-01T15:06:47.000Z Runner image: windows-latest
2026-04-01T15:06:47.000Z Language: go
2026-04-01T15:06:47.000Z src/worker/handler.py:68: SyntaxError: unexpected token '{'
2026-04-01T15:06:47.000Z pylint: E0001 syntax-error
2026-04-01T15:06:47.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:06:47.000z group run ci for nodejs/node 2026-04-01t15:06:47.000z runner image: windows-latest 2026-04-01t15:06:47.000z language: go 2026-04-01t15:06:47.000z src/worker/handler.py:68: syntaxerror: unexpected token 2026-04-01t15:06:47.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T12:26:55.000Z ##[group]Run CI for apache/spark
2026-04-01T12:26:55.000Z Runner image: ubuntu-latest
2026-04-01T12:26:55.000Z Language: node
2026-04-01T12:26:55.000Z src/worker/handler.py:380: SyntaxError: unexpected token '='
2026-04-01T12:26:55.000Z pylint: E0001 syntax-error
2026-04-01T12:26:55.000Z ##[error]Build stopped due to syntax error",2026-04-01t12:26:55.000z group run ci for apache/spark 2026-04-01t12:26:55.000z runner image: ubuntu-latest 2026-04-01t12:26:55.000z language: node 2026-04-01t12:26:55.000z src/worker/handler.py:380: syntaxerror: unexpected token 2026-04-01t12:26:55.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T17:56:00.000Z ##[group]Run CI for django/django
2026-04-01T17:56:00.000Z Runner image: macos-latest
2026-04-01T17:56:00.000Z Language: java
2026-04-01T17:56:00.000Z src/auth/handler.py:284: SyntaxError: unexpected token '{'
2026-04-01T17:56:00.000Z pylint: E0001 syntax-error
2026-04-01T17:56:00.000Z ##[error]Build stopped due to syntax error",2026-04-01t17:56:00.000z group run ci for django/django 2026-04-01t17:56:00.000z runner image: macos-latest 2026-04-01t17:56:00.000z language: java 2026-04-01t17:56:00.000z src/auth/handler.py:284: syntaxerror: unexpected token 2026-04-01t17:56:00.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:15:37.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T15:15:37.000Z Runner image: windows-latest
2026-04-01T15:15:37.000Z Language: java
2026-04-01T15:15:37.000Z src/cache/handler.py:336: SyntaxError: unexpected token '['
2026-04-01T15:15:37.000Z pylint: E0001 syntax-error
2026-04-01T15:15:37.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:15:37.000z group run ci for tensorflow/tensorflow 2026-04-01t15:15:37.000z runner image: windows-latest 2026-04-01t15:15:37.000z language: java 2026-04-01t15:15:37.000z src/cache/handler.py:336: syntaxerror: unexpected token 2026-04-01t15:15:37.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:46:39.000Z ##[group]Run CI for pytorch/pytorch
2026-04-01T09:46:39.000Z Runner image: ubuntu-latest
2026-04-01T09:46:39.000Z Language: node
2026-04-01T09:46:39.000Z src/compiler/handler.py:177: SyntaxError: unexpected token ')'
2026-04-01T09:46:39.000Z pylint: E0001 syntax-error
2026-04-01T09:46:39.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:46:39.000z group run ci for pytorch/pytorch 2026-04-01t09:46:39.000z runner image: ubuntu-latest 2026-04-01t09:46:39.000z language: node 2026-04-01t09:46:39.000z src/compiler/handler.py:177: syntaxerror: unexpected token 2026-04-01t09:46:39.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T18:08:58.000Z ##[group]Run CI for angular/angular
2026-04-01T18:08:58.000Z Runner image: ubuntu-latest
2026-04-01T18:08:58.000Z Language: python
2026-04-01T18:08:58.000Z src/cache/handler.py:164: SyntaxError: unexpected token '='
2026-04-01T18:08:58.000Z pylint: E0001 syntax-error
2026-04-01T18:08:58.000Z ##[error]Build stopped due to syntax error",2026-04-01t18:08:58.000z group run ci for angular/angular 2026-04-01t18:08:58.000z runner image: ubuntu-latest 2026-04-01t18:08:58.000z language: python 2026-04-01t18:08:58.000z src/cache/handler.py:164: syntaxerror: unexpected token 2026-04-01t18:08:58.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T09:48:19.000Z ##[group]Run CI for django/django
2026-04-01T09:48:19.000Z Runner image: ubuntu-latest
2026-04-01T09:48:19.000Z Language: node
2026-04-01T09:48:19.000Z src/auth/handler.py:69: SyntaxError: unexpected token '['
2026-04-01T09:48:19.000Z pylint: E0001 syntax-error
2026-04-01T09:48:19.000Z ##[error]Build stopped due to syntax error",2026-04-01t09:48:19.000z group run ci for django/django 2026-04-01t09:48:19.000z runner image: ubuntu-latest 2026-04-01t09:48:19.000z language: node 2026-04-01t09:48:19.000z src/auth/handler.py:69: syntaxerror: unexpected token 2026-04-01t09:48:19.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T18:16:29.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T18:16:29.000Z Runner image: ubuntu-latest
2026-04-01T18:16:29.000Z Language: rust
2026-04-01T18:16:29.000Z src/billing/handler.py:353: SyntaxError: unexpected token '{'
2026-04-01T18:16:29.000Z pylint: E0001 syntax-error
2026-04-01T18:16:29.000Z ##[error]Build stopped due to syntax error",2026-04-01t18:16:29.000z group run ci for tensorflow/tensorflow 2026-04-01t18:16:29.000z runner image: ubuntu-latest 2026-04-01t18:16:29.000z language: rust 2026-04-01t18:16:29.000z src/billing/handler.py:353: syntaxerror: unexpected token 2026-04-01t18:16:29.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T12:40:56.000Z ##[group]Run CI for spring-projects/spring-boot
2026-04-01T12:40:56.000Z Runner image: windows-latest
2026-04-01T12:40:56.000Z Language: rust
2026-04-01T12:40:56.000Z src/cache/handler.py:345: SyntaxError: unexpected token '['
2026-04-01T12:40:56.000Z pylint: E0001 syntax-error
2026-04-01T12:40:56.000Z ##[error]Build stopped due to syntax error",2026-04-01t12:40:56.000z group run ci for spring-projects/spring-boot 2026-04-01t12:40:56.000z runner image: windows-latest 2026-04-01t12:40:56.000z language: rust 2026-04-01t12:40:56.000z src/cache/handler.py:345: syntaxerror: unexpected token 2026-04-01t12:40:56.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
"2026-04-01T15:33:02.000Z ##[group]Run CI for tensorflow/tensorflow
2026-04-01T15:33:02.000Z Runner image: windows-latest
2026-04-01T15:33:02.000Z Language: rust
2026-04-01T15:33:02.000Z src/compiler/handler.py:199: SyntaxError: unexpected token '='
2026-04-01T15:33:02.000Z pylint: E0001 syntax-error
2026-04-01T15:33:02.000Z ##[error]Build stopped due to syntax error",2026-04-01t15:33:02.000z group run ci for tensorflow/tensorflow 2026-04-01t15:33:02.000z runner image: windows-latest 2026-04-01t15:33:02.000z language: rust 2026-04-01t15:33:02.000z src/compiler/handler.py:199: syntaxerror: unexpected token 2026-04-01t15:33:02.000z pylint:,Syntax Error,build,high,Invalid code syntax detected by compiler or linter
